"wordform","sum_freq","norm_freq","log_freq","sqrt_freq","bcLambda_0.0","bcLambda_0.1","bcLambda_0.2","bcLambda_0.3","bcLambda_0.4","bcLambda_0.5","bcLambda_0.6","bcLambda_0.7","bcLambda_0.8","bcLambda_0.9","bcLambda_1.0","Moby_pron","Rep_P","Rep_O","sem_1","sem_2","sem_3","sem_4","sem_5","sem_6","sem_7","sem_8","sem_9","sem_10","sem_11","sem_12","sem_13","sem_14","sem_15","sem_16","sem_17","sem_18","sem_19","sem_20","sem_21","sem_22","sem_23","sem_24","sem_25","sem_26","sem_27","sem_28","sem_29","sem_30","sem_31","sem_32","sem_33","sem_34","sem_35","sem_36","sem_37","sem_38","sem_39","sem_40","sem_41","sem_42","sem_43","sem_44","sem_45","sem_46","sem_47","sem_48","sem_49","sem_50","sem_1_ori","sem_2_ori","sem_3_ori","sem_4_ori","sem_5_ori","sem_6_ori","sem_7_ori","sem_8_ori","sem_9_ori","sem_10_ori","sem_11_ori","sem_12_ori","sem_13_ori","sem_14_ori","sem_15_ori","sem_16_ori","sem_17_ori","sem_18_ori","sem_19_ori","sem_20_ori","sem_21_ori","sem_22_ori","sem_23_ori","sem_24_ori","sem_25_ori","sem_26_ori","sem_27_ori","sem_28_ori","sem_29_ori","sem_30_ori","sem_31_ori","sem_32_ori","sem_33_ori","sem_34_ori","sem_35_ori","sem_36_ori","sem_37_ori","sem_38_ori","sem_39_ori","sem_40_ori","sem_41_ori","sem_42_ori","sem_43_ori","sem_44_ori","sem_45_ori","sem_46_ori","sem_47_ori","sem_48_ori","sem_49_ori","sem_50_ori"
"mouths",3717,8.26,0.203625235,60.9672043,8.22067217,12.75198308,20.88263671,35.92542083,64.49108829,119.9344086,229.5208001,449.4262857,896.3111821,1814.115274,3716,"m/AU/D/z","_/_/m/A/D/z/_/","_/_/m/o/u/t/h/s/",1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0.33804,-0.49584,-0.4196,-0.94382,-0.15949,0.19997,0.21885,-0.045793,0.40986,-0.091389,-0.46678,0.38881,0.53816,0.65929,-0.092795,0.45262,0.29015,-0.1956,0.26768,-0.60492,-0.14693,0.49845,1.5426,0.43118,0.19672,-0.29289,-0.077444,1.5994,0.24551,-1.8648,1.3859,1.4508,1.0191,0.28241,-1.2357,0.78324,-0.24544,-0.66052,0.48732,-0.2943,0.14266,-0.13217,0.15833,1.1296,0.39374,0.42094,0.053419,-0.38802,-0.41019,-1.0491
"move",95668,212.5955556,0.4907494,309.302441,11.46863914,21.4830406,44.55909228,100.6847276,243.1103628,616.604882,1621.296885,4378.213776,12063.64006,33762.39322,95667,"m/u/v","_/_/m/u/v/_/_/","_/_/m/o/v/e/_/_/",1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0.4998,-0.33632,0.3645,-0.14343,0.038056,-0.50057,-0.49599,0.41304,-0.47859,-0.041149,-0.14854,0.056416,-0.6039,0.050023,0.12079,0.74701,0.52859,-0.7595,-0.2347,-0.63323,0.24317,-0.38396,-0.38743,0.011426,0.086758,-1.7793,0.52389,0.20522,0.48076,-0.28723,3.3883,0.57645,-0.57002,-0.38274,-0.39094,-0.48831,-0.082406,-0.13689,-0.38417,-0.5988,-0.22443,-0.0069302,-0.032434,-0.15128,0.029392,0.23027,0.081415,0.24245,-0.097633,0.18361
"mow",696,1.546666667,0.085521649,26.38181192,6.54534966,9.242474688,13.51364161,20.416552,31.77549255,50.76362383,82.94189134,138.1209745,233.711878,400.7775991,695,"m/oU/","_/_/m/o/_/_/_/","_/_/m/o/w/_/_/_/",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,-0.69065,-0.38004,-0.056536,-1.1995,-0.40462,-1.2499,0.20248,-0.58338,-0.77761,-0.54682,-0.90439,0.39936,0.11429,-1.2282,0.13363,0.89626,0.87316,1.2051,1.021,-0.38794,-0.55434,-0.18371,0.25788,0.32645,0.37459,0.12952,0.64966,0.41163,1.0482,-0.84552,0.003852,0.41741,-1.085,1.1877,0.24976,1.0922,-0.088216,0.33153,0.51029,-0.20574,-0.30309,-0.32165,-0.53637,0.67907,1.2228,-0.74256,0.80481,-1.2199,0.23775,0.18093
"mu",969,2.153333333,0.105070329,31.12876483,6.876264612,9.889889836,14.78038588,22.89531308,36.62636657,60.25752967,101.5246172,174.4968516,304.9245122,540.2024284,968,"m/j/u/","_/_/m/W/_/_/_/","_/_/m/u/_/_/_/_/",1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0.57897,1.2143,0.77731,0.57873,-0.085929,-1.0754,0.96961,-0.6085,-0.38165,0.87685,0.32696,0.39102,1.055,-0.45819,-0.19755,-0.51605,-0.53822,1.501,0.0053221,1.2976,-1.1526,-0.79766,1.4196,-1.4281,-0.26096,-0.036517,-0.28417,-0.44925,-0.9213,-0.21399,0.99328,0.056308,-0.15665,1.0426,-0.21551,-0.31447,-0.27285,-0.1053,0.79937,0.78493,-0.94604,-0.37459,-0.34145,0.53876,0.095654,-1.2962,-0.55983,-0.66554,-0.63964,-0.072965
"much",425055,944.5666667,0.626856122,651.9624222,12.95997385,26.5463924,61.78193987,159.375932,443.4827492,1301.924844,3969.479085,12438.37579,39778.87252,129227.3304,425054,"m/@/tS/","_/_/m/^/C/_/_/","_/_/m/u/c/h/_/_/",1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0.36999,0.082841,0.16883,-0.50223,0.37935,0.13343,-0.32527,-0.17964,-0.40393,0.58149,-0.14505,0.1399,-0.1566,-0.60951,0.62075,0.5596,0.35677,0.25654,-0.33583,-0.82497,-0.11897,0.21829,0.27755,-0.38194,0.54374,-1.7705,-0.74366,0.40402,0.88709,-0.021368,3.7891,0.39953,0.51627,-0.48584,-0.052367,-0.28135,-0.60422,0.46096,0.11491,-0.49699,-0.34498,0.38645,0.14052,0.43843,-0.33583,0.13546,-0.12158,0.0053184,-0.50853,0.24986
"muck",1015,2.255555556,0.107989057,31.85906464,6.922643891,9.982351963,14.9647195,23.26280346,37.35900246,61.71812929,104.4365072,180.3020826,316.4980155,563.2757938,1014,"m/@/k","_/_/m/^/k/_/_/","_/_/m/u/c/k/_/_/",1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0.38067,-0.027894,0.00022809,-0.54763,-0.57698,-0.095208,-0.26197,0.044152,-0.37045,-0.38561,-0.49807,0.32943,0.080207,0.40317,0.13015,0.14489,0.71318,0.32634,0.042762,-0.22819,-0.26374,0.010863,1.025,-0.58095,0.35769,0.38391,-0.44167,1.5201,1.0847,-0.24466,-0.091249,0.057949,0.013675,0.066442,-0.86854,0.84973,-0.95566,0.20837,1.4137,0.080291,-0.33961,-0.14982,0.040783,0.40225,-0.3048,-0.40066,0.39346,-0.20402,0.32332,-0.76933
"mud",9024,20.05333333,0.278769356,94.9947367,9.107642974,14.8622202,25.90649967,47.89361337,93.0211722,187.9894734,391.9633437,837.4156567,1823.608868,4031.781601,9023,"m/@/d","_/_/m/^/d/_/_/","_/_/m/u/d/_/_/_/",1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0.64163,-0.19826,0.54315,-0.096747,-1.0205,-0.10238,-0.5564,0.37886,-0.094148,-0.4991,-0.67358,-0.39093,0.66422,0.21303,-0.19664,0.30191,0.65912,0.55524,-0.43075,-0.80463,-0.40829,0.13196,1.0264,-0.81931,0.24412,0.0398,-0.48495,1.5862,1.0848,-0.080034,2.3117,-0.8199,-0.080814,0.65869,-0.54402,1.4969,-0.14181,-0.36466,1.4603,-0.20417,-0.54134,-0.22478,-0.2755,0.80776,0.63642,-0.3942,0.00060368,-1.3325,0.51326,-1.7675
"muff",110,0.244444444,0.05,10.48808848,4.700480366,6.000710533,7.801136878,10.32181905,13.88691054,18.97617696,26.30281131,36.93127321,52.45616739,75.27438563,109,"m/@/f","_/_/m/^/f/_/_/","_/_/m/u/f/f/_/_/",0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,-0.28143,-1.0693,0.031861,-0.35312,-0.31954,0.56066,0.39707,0.32671,0.42321,0.53585,0.0078163,0.59081,0.41419,-0.035004,0.40628,-0.37267,0.75477,0.1827,-0.24556,-0.22372,0.18809,-1.1081,-0.1847,0.11305,-0.048247,0.3452,-0.85988,-0.028826,0.049885,-0.26655,-0.7495,0.22143,0.90656,1.2922,-0.73673,0.72362,0.11836,-0.52232,0.66005,-0.40655,0.54057,0.61575,-1.0806,0.21732,0.022926,-0.97731,0.014554,-0.70373,0.35547,0.067572
"mug",3249,7.22,0.192725917,57,8.086102536,12.44786134,20.19532395,34.3720759,60.98043487,112,211.5880161,408.8952757,804.7031223,1607.059906,3248,"m/@/g","_/_/m/^/g/_/_/","_/_/m/u/g/_/_/_/",0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,-0.72287,0.24284,0.14339,0.067486,0.53491,-0.43362,-0.063797,-0.18756,0.13664,0.13659,-0.44443,-0.034742,0.23028,0.31398,0.80809,-0.1986,-0.52938,-0.43689,-0.013612,-1.0011,-0.016281,0.31709,0.45715,0.32787,-0.29445,-0.34207,-0.76694,0.84768,0.82141,-0.4811,-0.17231,0.15431,-0.50872,0.60454,-0.22458,0.85549,-0.17658,0.21194,0.26416,-0.25632,1.6826,1.0255,-0.061523,0.41851,0.26292,-0.29453,0.26528,-0.16465,0.47762,-0.56407
"mulch",1556,3.457777778,0.13674259,39.44616585,7.349873705,10.85455654,16.74562642,26.89969305,44.78722686,76.89233169,135.438716,243.6518818,445.9663648,827.9110192,1555,"m/@/l/tS/","_/_/m/^/l/C/_/","_/_/m/u/l/c/h/_/",0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,-0.64318,0.47736,0.2016,-0.44749,-0.12389,0.0044696,0.26141,-0.92982,0.22591,-0.77332,-0.31125,0.42231,0.84339,-0.38796,0.25335,1.6733,0.56465,0.41808,0.97102,-0.78176,-0.24006,-0.64269,1.2527,-0.86855,-0.11855,0.32235,0.25125,1.3562,1.6424,-0.11223,0.36361,-0.56274,-1.016,-0.064215,-0.3902,1.4433,-0.51432,1.0153,1.1454,-0.87363,0.20332,-0.88926,0.24803,1.0038,0.93942,0.32442,0.81537,-0.45729,-0.13043,-1.0857
